job_id,title,company,category,collar_type,description,key_responsibilities,required_skills,preferred_skills,required_experience_years,required_education,preferred_certifications,location_city,location_province,salary_min_zmw,salary_max_zmw,employment_type,work_schedule,language_requirements,application_deadline,posted_date,benefits,growth_opportunities,company_size,industry_sector
JOB000312,Blockchain Developer,Crypto Zambia,Technology,White,"Crypto Zambia is pioneering blockchain solutions for African challenges. As a Blockchain Developer, you will build decentralized applications for supply chain transparency, land registry, and financial services. Your work will position Zambia at the forefront of blockchain innovation in Africa.",Smart contract development; DApp creation; System architecture; Security implementation; Client consultation,"Blockchain development, Solidity, Cryptography","Web3, DeFi, NFT platforms",4,Bachelor's in Computer Science,"Blockchain certification, Ethereum developer",Lusaka,Lusaka Province,18000,32000,Permanent,Full-time,English (Fluent),15/06/2026,28/04/2026,"Crypto incentives, Remote work, Research budget","Lead Developer, CTO, Product Manager",Small (1-50),Technology
JOB000313,Industrial Psychologist,Workplace Solutions Zambia,HR,White,"Workplace Solutions Zambia enhances organizational performance through psychology. As an Industrial Psychologist, you will improve workplace productivity, employee wellbeing, and organizational culture across Zambian companies. Your work bridges psychology and business for better work environments.",Assessment development; Organizational research; Employee training; Performance consulting; Wellbeing programs,"Psychology, Research methods, Organizational development","Statistics, Counseling, Change management",5,Master's in Industrial Psychology,"Psychology license, Assessment certification",Lusaka,Lusaka Province,15000,26000,Consulting,Full-time,English (Fluent),18/06/2026,01/05/2026,"Consulting fees, Professional development, Flexible work","Senior Consultant, Practice Lead, Partner",Small (1-50),HR
JOB000314,Marine Biologist,Lake Tanganyika Research,Aquatic Sciences,White,"Lake Tanganyika Research studies Africa's second-largest lake. As a Marine Biologist, you will conduct research on aquatic ecosystems, monitor biodiversity, and support sustainable fisheries management. Your work contributes to understanding and preserving one of the world's most unique freshwater ecosystems.",Research design; Field sampling; Data analysis; Species monitoring; Conservation planning,"Marine biology, Ecology, Research methods","Limnology, Fisheries science, Statistics",4,PhD in Marine Biology,"Research certification, Diving license", Mpulungu,Northern Province,14000,25000,Research,Full-time,English (Fluent),20/06/2026,03/05/2026,"Research funding, Field equipment, Publication support","Senior Researcher, Project Lead, Research Director",Small (1-50),Aquatic Sciences
JOB000315,Fashion Designer,Zambia Fashion House,Fashion,White,"Zambia Fashion House showcases African design talent. As a Fashion Designer, you will create collections that blend traditional Zambian textiles with contemporary design, promoting African fashion on the global stage while supporting local artisans and sustainable production.",Collection design; Pattern making; Material sourcing; Production oversight; Marketing collaboration,"Fashion design, Textile knowledge, Creative skills","Traditional crafts, Sustainable fashion, Business management",4,Diploma in Fashion Design,"Portfolio required, Industry experience",Lusaka,Lusaka Province,10000,20000,Permanent,Full-time,English (Fluent),22/06/2026,05/05/2026,"Creative freedom, Fashion shows, International exposure","Head Designer, Creative Director, Brand Owner",Small (1-50),Fashion
JOB000316,Water Resource Engineer,Hydrology Solutions Zambia,Engineering,White,"Hydrology Solutions Zambia addresses water security challenges. As a Water Resource Engineer, you will design systems for water collection, purification, and distribution, ensuring sustainable water management for communities and agriculture across Zambia's diverse climate zones.",Water system design; Hydrological analysis; Project management; Community consultation; Sustainability planning,"Water engineering, Hydrology, Environmental science","GIS, Climate modeling, Water treatment",5,Master's in Water Resources,"Engineering license, Water certification",Lusaka,Lusaka Province,18000,30000,Permanent,Full-time,English (Fluent),25/06/2026,08/05/2026,"Field work, Research opportunities, Professional development","Senior Engineer, Project Director, Technical Advisor",Medium (51-200),Engineering
JOB000317,Digital Literacy Trainer,Tech Access Zambia,Education,Pink,"Tech Access Zambia bridges the digital divide. As a Digital Literacy Trainer, you will teach essential computer skills to underserved communities, seniors, and rural populations. Your work empowers Zambians to participate in the digital economy and access online services.",Training development; Workshop delivery; Skill assessment; Curriculum design; Community outreach,"Teaching, Computer skills, Communication","Multiple software platforms, Adult education, Accessibility",3,Diploma in Education/IT,"Teaching certification, Digital literacy",Lusaka,Lusaka Province,8000,15000,Contract,Full-time,"English (Fluent), Local languages",28/06/2026,10/05/2026,"Community impact, Flexible schedule, Technology access","Program Manager, Curriculum Director, Regional Coordinator",Small (1-50),Education
JOB000318,Sports Psychologist,Zambia Sports Commission,Sports,White,"Zambia Sports Commission enhances athletic performance. As a Sports Psychologist, you will work with national teams and athletes to improve mental toughness, performance under pressure, and overall wellbeing. Your work supports Zambia's success in international competitions.",Performance counseling; Mental skills training; Team dynamics; Crisis intervention; Research,"Psychology, Sports science, Counseling","Performance enhancement, Assessment, Research methods",4,Master's in Sports Psychology,"Psychology license, Sports certification",Lusaka,Lusaka Province,12000,22000,Contract,Full-time,English (Fluent),30/06/2026,12/05/2026,"Sports events, Travel, Professional development","Head of Psychology, High Performance Director",Medium (51-200),Sports
JOB000319,Circular Economy Specialist,Waste Innovation Zambia,Sustainability,Green,"Waste Innovation Zambia transforms waste into resources. As a Circular Economy Specialist, you will design systems that eliminate waste, promote recycling, and create economic opportunities from discarded materials. Your work supports Zambia's transition to a circular economy.",System design; Waste analysis; Business development; Community education; Policy advocacy,"Circular economy, Waste management, Sustainability","Industrial ecology, Business models, Environmental science",4,Master's in Environmental Management,"Circular economy certification, Sustainability",Lusaka,Lusaka Province,14000,25000,Permanent,Full-time,English (Fluent),02/07/2026,15/05/2026,"Sustainability impact, Innovation opportunities, Professional network","Program Manager, Innovation Director, Consultant",Small (1-50),Sustainability
JOB000320,Forensic Accountant,Financial Investigations Zambia,Finance,White,"Financial Investigations Zambia combats economic crime. As a Forensic Accountant, you will investigate financial fraud, money laundering, and corruption cases, supporting Zambia's efforts to maintain financial integrity and combat illicit financial flows.",Financial investigation; Evidence collection; Legal support; Fraud detection; Report writing,"Accounting, Investigation, Legal knowledge","Forensic tools, Data analysis, Court testimony",6,CPA/ACCA qualification,"Forensic accounting certification, Legal training",Lusaka,Lusaka Province,22000,38000,Permanent,Full-time,English (Fluent),05/07/2026,18/05/2026,"Professional indemnity, Legal support, Career advancement","Senior Investigator, Practice Lead, Director",Medium (51-200),Finance
JOB000321,Ethnobotanist,Traditional Medicine Research,Research,White,"Traditional Medicine Research studies Zambia's medicinal plants. As an Ethnobotanist, you will document traditional knowledge, research plant properties, and explore sustainable uses of Zambia's rich botanical heritage for healthcare and economic development.",Field research; Traditional knowledge documentation; Laboratory analysis; Community collaboration; Conservation planning,"Botany, Research methods, Cultural anthropology","Chemistry, Pharmacology, Conservation",5,PhD in Ethnobotany,"Research certification, Field safety",Kasama,Northern Province,13000,24000,Research,Full-time,"English (Fluent), Local languages",08/07/2026,20/05/2026,"Research funding, Field work, Publication opportunities","Senior Researcher, Project Director, Academic",Small (1-50),Research
JOB000322,Adventure Tourism Developer,Thrill Zambia,Tourism,Pink,"Thrill Zambia creates unique adventure experiences. As an Adventure Tourism Developer, you will design and operate extreme sports, wilderness expeditions, and cultural adventures that showcase Zambia's diverse landscapes while ensuring safety and sustainability.",Experience design; Safety planning; Guide training; Marketing; Operations management,"Adventure sports, Tourism, Safety management","Multiple adventure disciplines, First aid, Risk assessment",4,Diploma in Tourism/Outdoor Education,"Adventure certification, First aid instructor",Livingstone,Southern Province,10000,20000,Permanent,Full-time,English (Fluent),10/07/2026,22/05/2026,"Adventure activities, Travel, Creative work","Operations Manager, Experience Director, Business Owner",Small (1-50),Tourism
JOB000323,Data Privacy Officer,Digital Trust Zambia,Technology,White,"Digital Trust Zambia ensures data protection compliance. As a Data Privacy Officer, you will help organizations navigate Zambia's data protection laws, implement privacy frameworks, and build consumer trust in digital services across various sectors.",Privacy framework development; Compliance audits; Training; Incident response; Policy development,"Data privacy laws, Compliance, Risk management","GDPR knowledge, Audit skills, Legal understanding",5,Bachelor's in Law/Technology,"Privacy certification, Compliance officer",Lusaka,Lusaka Province,16000,28000,Consulting,Full-time,English (Fluent),12/07/2026,25/05/2026,"Professional development, Consulting fees, Industry network","Privacy Director, Compliance Manager, Partner",Small (1-50),Technology
JOB000324,Social Enterprise Incubator Manager,Impact Hub Zambia,Social Enterprise,White,"Impact Hub Zambia nurtures social entrepreneurs. As an Incubator Manager, you will support startups that address social and environmental challenges while building sustainable business models. Your work drives innovation in Zambia's social enterprise ecosystem.",Program development; Entrepreneur mentoring; Investment readiness; Network building; Impact measurement,"Social enterprise, Business development, Mentoring","Impact investment, Startup ecosystem, Program management",4,Master's in Business/Social Sciences,"Incubator management, Mentoring certification",Lusaka,Lusaka Province,14000,25000,Permanent,Full-time,English (Fluent),15/07/2026,28/05/2026,"Network opportunities, Impact measurement, Flexible work","Director of Incubation, Ecosystem Builder",Small (1-50),Social Enterprise
JOB000325,Geospatial Analyst,Earth Observation Zambia,Technology,White,"Earth Observation Zambia uses satellite data for development. As a Geospatial Analyst, you will analyze satellite imagery for applications in agriculture, urban planning, disaster management, and environmental monitoring across Zambia.",Satellite data analysis; GIS mapping; Report generation; Application development; Training,"Remote sensing, GIS, Data analysis","Python/R programming, Machine learning, Environmental monitoring",3,Master's in Geospatial Science,"GIS certification, Remote sensing",Lusaka,Lusaka Province,12000,22000,Permanent,Full-time,English (Fluent),18/07/2026,30/05/2026,"Research opportunities, Technology access, Professional development","Senior Analyst, Project Lead, Data Scientist",Small (1-50),Technology
JOB000326,Traditional Music Archivist,Cultural Sound Zambia,Arts,White,"Cultural Sound Zambia preserves Zambia's musical heritage. As a Traditional Music Archivist, you will record, document, and preserve traditional music forms from across Zambia's diverse ethnic groups, ensuring this cultural treasure is saved for future generations.",Field recording; Archival management; Documentation; Community engagement; Digital preservation,"Musicology, Archival science, Recording technology","Ethnomusicology, Digital archives, Cultural research",4,Master's in Musicology/Archival Science,"Archival certification, Audio engineering",Lusaka,Lusaka Province,10000,18000,Permanent,Full-time,"English (Fluent), Multiple local languages",20/07/2026,01/06/2026,"Cultural immersion, Research opportunities, Creative work","Head Archivist, Research Director, Cultural Manager",Small (1-50),Arts
JOB000327,Climate Resilience Officer,Zambia Climate Action,Environment,Green,"Zambia Climate Action builds community resilience. As a Climate Resilience Officer, you will develop strategies to help communities adapt to climate change impacts, from drought preparedness to flood management, across Zambia's vulnerable regions.",Vulnerability assessment; Adaptation planning; Community training; Project management; Policy advocacy,"Climate science, Community development, Project management","Disaster risk reduction, Agriculture, Water management",4,Master's in Climate Science/Development,Climate adaptation certification,Lusaka,Lusaka Province,14000,24000,Contract,Full-time,"English (Fluent), Local languages",22/07/2026,03/06/2026,"Field work, International networking, Professional development","Program Manager, Policy Advisor, Regional Coordinator",Medium (51-200),Environment
JOB000328,Quantum Computing Researcher,Zambia Quantum Initiative,Research,White,"Zambia Quantum Initiative explores next-generation computing. As a Quantum Computing Researcher, you will conduct theoretical and experimental research in quantum information science, positioning Zambia at the forefront of this transformative technology field.",Quantum research; Algorithm development; Experimental design; Publication; International collaboration,"Quantum mechanics, Computer science, Mathematics","Physics, Algorithm design, Research methodology",7,PhD in Physics/Computer Science,"Research publications, Academic recognition",Lusaka,Lusaka Province,25000,45000,Research,Full-time,English (Fluent),25/07/2026,05/06/2026,"Research funding, International conferences, Academic freedom","Research Lead, Professor, Lab Director",Small (1-50),Research
JOB000329,Indigenous Knowledge Systems Officer,Cultural Wisdom Zambia,Anthropology,White,"Cultural Wisdom Zambia documents traditional knowledge. As an Indigenous Knowledge Systems Officer, you will work with communities to preserve, validate, and apply traditional knowledge in areas from medicine to environmental management for sustainable development.",Knowledge documentation; Community engagement; Research; Application development; Policy development,"Anthropology, Research methods, Community work","Traditional knowledge, Ethnography, Sustainable development",4,PhD in Anthropology/Indigenous Studies,"Research certification, Community ethics",Mongu,Western Province,12000,22000,Research,Full-time,"English (Fluent), Lozi",28/07/2026,08/06/2026,"Cultural immersion, Research impact, Community respect","Research Director, Knowledge Manager, Policy Advisor",Small (1-50),Anthropology
JOB000330,Space Applications Specialist,Zambia Space Agency,Technology,White,"Zambia Space Agency develops space technology for development. As a Space Applications Specialist, you will adapt satellite technology and space data for practical applications in agriculture, weather forecasting, and resource management across Zambia.",Technology adaptation; Application development; Training; Data analysis; Stakeholder engagement,"Space technology, Data analysis, Application development","Remote sensing, GIS, Software development",5,Master's in Space Science/Engineering,Space applications certification,Lusaka,Lusaka Province,18000,32000,Permanent,Full-time,English (Fluent),30/07/2026,10/06/2026,"Space technology access, International collaboration, Research","Senior Specialist, Program Manager, Technology Director",Medium (51-200),Technology
JOB000331,Agricultural Extension Officer,Zambia National Farmers Union (ZNFU),Agriculture,Green,"The Zambia National Farmers Union is seeking Agricultural Extension Officers to support smallholder farmers across rural communities. You will provide training on modern farming techniques, climate-smart agriculture, and sustainable practices that increase productivity while protecting Zambia's natural resources. This field-based role connects farmers with vital knowledge and resources.",Farmer training; Demonstration plots; Input distribution; Climate adaptation advice; Data collection,"Agricultural knowledge, Communication, Field work","Local languages, Motorcycle riding, Community engagement",2,Diploma in Agriculture,Extension officer certification,Chipata,Eastern Province,4500,8000,Permanent,Full-time,"English (Fluent), Nyanja",02/08/2026,12/06/2026,"Field vehicle, Housing allowance, Production incentives","Senior Extension Officer, District Coordinator, Program Manager",Large (201-1000),Agriculture
JOB000332,Microfinance Officer,Finance Bank Zambia,Finance,White,"Finance Bank Zambia is expanding its microfinance services to underserved communities. As a Microfinance Officer, you will assess loan applications, disburse funds to small businesses, and provide financial literacy training to entrepreneurs across Zambia's peri-urban areas.",Loan assessment; Client visits; Portfolio management; Financial training; Recovery management,"Financial analysis, Credit assessment, Customer service","Microfinance software, Business training, Risk management",3,Bachelor's in Finance/Business,Microfinance certification,Lusaka,Lusaka Province,6000,11000,Permanent,Full-time,"English (Fluent), Local languages",05/08/2026,15/06/2026,"Banking benefits, Performance bonus, Career progression","Branch Manager, Product Manager, Regional Manager",Large (201-1000),Finance
JOB000333,Conservation Ranger,Zambia Wildlife Authority (ZAWA),Conservation,Blue,"Zambia Wildlife Authority protects the nation's wildlife heritage. As a Conservation Ranger, you will patrol national parks, combat poaching, monitor wildlife populations, and support community conservation programs in Zambia's premier protected areas.",Anti-poaching patrols; Wildlife monitoring; Community engagement; Law enforcement; Tourism support,"Field craft, Wildlife knowledge, Physical fitness","Tracking, First aid, Firearm handling",3,Diploma in Wildlife Management,"Ranger training, Firearm license",Kafue National Park,Southern Province,4000,7000,Permanent,Shift work,"English (Basic), Local languages",08/08/2026,18/06/2026,"Field allowances, Housing, Conservation impact","Senior Ranger, Patrol Leader, Warden",Large (201-1000),Conservation
JOB000334,Production Supervisor,Zambia Breweries Plc,Manufacturing,Blue,"Zambia Breweries, part of AB InBev, is seeking Production Supervisors for our brewing operations. You will oversee production lines, ensure quality standards, and manage teams in one of Zambia's leading beverage manufacturing facilities.",Production monitoring; Quality control; Team supervision; Safety compliance; Process improvement,"Manufacturing supervision, Quality systems, Leadership","Brewing knowledge, Lean manufacturing, Safety standards",4,Diploma in Food Technology,"Supervisory training, Safety certification",Lusaka,Lusaka Province,8000,14000,Permanent,Shift work,"English (Fluent), Bemba",10/08/2026,20/06/2026,"Production bonus, Company products, Career development","Production Manager, Plant Supervisor, Operations Manager",Large (201-1000),Manufacturing
JOB000335,Registered Nurse,University Teaching Hospital (UTH),Healthcare,Pink,"University Teaching Hospital, Zambia's largest referral hospital, is recruiting Registered Nurses for various departments. You will provide comprehensive nursing care, support medical teams, and mentor student nurses in a dynamic teaching hospital environment.",Patient care; Medication administration; Treatment procedures; Patient education; Student supervision,"Nursing care, Clinical skills, Patient management","Specialized nursing, Emergency response, Teaching",3,Diploma in Nursing,Nursing Council of Zambia license,Lusaka,Lusaka Province,5000,9000,Permanent,Shift work,"English (Fluent), Local languages",12/08/2026,22/06/2026,"Hospital benefits, Professional development, Housing allowance","Senior Nurse, Charge Nurse, Nursing Manager",Large (201-1000),Healthcare
JOB000336,Mathematics Teacher,David Kaunda Technical High School,Education,White,"David Kaunda Technical High School, one of Zambia's premier educational institutions, seeks qualified Mathematics Teachers. You will deliver engaging mathematics lessons, prepare students for examinations, and contribute to the school's academic excellence tradition.",Lesson planning; Student instruction; Assessment; Extracurricular activities; Parent meetings,"Mathematics teaching, Curriculum knowledge, Classroom management","Advanced mathematics, Educational technology, Student mentoring",3,Bachelor's in Education,Teaching Council of Zambia registration,Lusaka,Lusaka Province,5500,10000,Permanent,Full-time,English (Fluent),15/08/2026,25/06/2026,"Housing allowance, School holidays, Professional development","Head of Department, Deputy Principal, Principal",Medium (51-200),Education
JOB000337,Customer Service Agent,MTN Zambia,Telecommunications,Pink,"MTN Zambia, a leading telecommunications provider, is hiring Customer Service Agents for our call centers. You will assist customers with service inquiries, technical support, and account management, ensuring excellent customer experiences across Zambia.",Customer inquiries; Problem resolution; Account management; Product information; Service upgrades,"Customer service, Communication, Computer skills","Telecom products, CRM systems, Sales techniques",1,Grade 12 Certificate,Customer service training,Lusaka,Lusaka Province,3000,5500,Permanent,Shift work,"English (Fluent), Bemba/Nyanja",18/08/2026,28/06/2026,"Call center benefits, Performance bonus, Career growth","Team Leader, Supervisor, Quality Manager",Large (201-1000),Telecommunications
JOB000338,Heavy Equipment Operator,Mopani Copper Mines,Mining,Blue,"Mopani Copper Mines is seeking experienced Heavy Equipment Operators for open-pit and underground mining operations. You will operate dump trucks, excavators, and loaders in a safe and efficient manner, contributing to Zambia's copper production.",Equipment operation; Safety checks; Production targets; Maintenance reporting; Team coordination,"Heavy equipment operation, Safety procedures, Basic maintenance","Multiple equipment types, Mining operations, Emergency response",4,Grade 12 Certificate,"Equipment licenses, Mining safety",Kitwe,Copperbelt Province,7000,12000,Permanent,Shift work,"English (Basic), Bemba",20/08/2026,30/06/2026,"Mining benefits, Production bonus, Housing allowance","Senior Operator, Shift Boss, Trainer",Large (201-1000),Mining
JOB000339,Accountant,PricewaterhouseCoopers Zambia,Professional Services,White,"PwC Zambia, a leading professional services firm, is hiring Accountants for our audit and assurance practice. You will work with diverse clients across various sectors, providing financial reporting and compliance services in Zambia's dynamic business environment.",Financial reporting; Audit procedures; Tax compliance; Client advisory; Regulatory compliance,"Accounting principles, Audit standards, Tax knowledge","IFRS, Accounting software, Client management",3,Bachelor's in Accounting,"CA Zambia, ACCA",Lusaka,Lusaka Province,9000,16000,Permanent,Full-time,English (Fluent),22/08/2026,02/07/2026,"Professional development, International exposure, Performance bonus","Senior Accountant, Manager, Partner",Large (201-1000),Professional Services
JOB000340,Tour Guide,Safari Par Excellence,Tourism,Pink,"Safari Par Excellence, a leading tour operator at Victoria Falls, is hiring experienced Tour Guides. You will lead tourists on wildlife safaris, cultural tours, and adventure activities, showcasing Zambia's natural wonders and rich heritage.",Tour guiding; Customer service; Safety management; Cultural interpretation; Logistics coordination,"Tour guiding, Wildlife knowledge, Customer service","First aid, Multiple languages, Photography",3,Diploma in Tourism,"Tour guide license, First aid",Livingstone,Southern Province,4500,8000,Permanent,Full-time,"English (Fluent), Other languages",25/08/2026,05/07/2026,"Tips, Travel opportunities, Uniform","Senior Guide, Tour Manager, Operations Coordinator",Medium (51-200),Tourism
JOB000341,Journalist,Times of Zambia,Media,White,"The Times of Zambia, the nation's leading daily newspaper, is recruiting Journalists to cover news across various beats. You will research, investigate, and report on issues affecting Zambian society while upholding journalistic ethics and standards.",News reporting; Investigation; Interviewing; Feature writing; Deadline management,"Journalism, Writing skills, Research","Digital media, Photography, Social media",2,Bachelor's in Journalism,"Media accreditation, Portfolio",Lusaka,Lusaka Province,5000,9000,Permanent,Full-time,English (Fluent),28/08/2026,08/07/2026,"Press credentials, Byline opportunities, Professional development","Senior Reporter, Editor, Bureau Chief",Medium (51-200),Media
JOB000342,Software Developer,Zambia National Commercial Bank (Zanaco),Technology,White,"Zanaco is digitalizing banking services across Zambia. As a Software Developer, you will create and maintain banking applications, mobile platforms, and digital financial solutions that serve millions of Zambian customers.",Software development; System maintenance; Testing; Documentation; User support,"Programming, Database management, System design","Mobile development, Cybersecurity, Agile methodology",3,Bachelor's in Computer Science,Programming certifications,Lusaka,Lusaka Province,10000,18000,Permanent,Full-time,English (Fluent),30/08/2026,10/07/2026,"Banking benefits, Professional development, Flexible work","Senior Developer, Team Lead, IT Manager",Large (201-1000),Technology
JOB000343,Social Worker,Ministry of Community Development,Social Services,Pink,"The Ministry of Community Development and Social Services is hiring Social Workers to support vulnerable populations across Zambia. You will provide counseling, case management, and social protection services to children, families, and individuals in need.",Case management; Counseling; Community outreach; Needs assessment; Program implementation,"Social work, Counseling, Community engagement","Child protection, Gender-based violence, Disability services",3,Diploma in Social Work,Social Work Council registration,Lusaka,Lusaka Province,4500,8000,Permanent,Full-time,"English (Fluent), Local languages",02/09/2026,12/07/2026,"Government benefits, Vehicle allowance, Training","Senior Social Worker, District Coordinator, Program Manager",Large (201-1000),Social Services
JOB000344,Insurance Agent,Phoenix of Zambia Assurance,Insurance,White,"Phoenix of Zambia Assurance, a leading insurance provider, is expanding its sales team. As an Insurance Agent, you will develop client relationships, sell insurance products, and provide risk management advice to individuals and businesses across Zambia.",Client prospecting; Policy sales; Risk assessment; Claims assistance; Customer service,"Sales skills, Insurance knowledge, Communication","Financial planning, Relationship building, Market knowledge",2,Grade 12 Certificate,Insurance agent license,Lusaka,Lusaka Province,4000,8000,Commission-based,Full-time,"English (Fluent), Local languages",05/09/2026,15/07/2026,"Commission, Performance bonus, Career progression","Sales Manager, Branch Manager, Agency Manager",Large (201-1000),Insurance
JOB000345,Civil Engineer,National Road Fund Agency,Engineering,White,"The National Road Fund Agency is hiring Civil Engineers for infrastructure development projects across Zambia. You will design, supervise, and maintain road infrastructure that connects communities and supports economic growth nationwide.",Road design; Construction supervision; Quality control; Project management; Maintenance planning,"Civil engineering, Project management, CAD","Road construction, Bridge engineering, Environmental compliance",4,Bachelor's in Civil Engineering,Engineering Institute of Zambia registration,Lusaka,Lusaka Province,12000,20000,Permanent,Full-time,English (Fluent),08/09/2026,18/07/2026,"Government benefits, Vehicle allowance, Professional development","Senior Engineer, Project Manager, Director",Medium (51-200),Engineering
JOB000346,Pharmacist,Medland Hospital,Healthcare,White,"Medland Hospital, a private healthcare facility, is seeking a qualified Pharmacist to manage our pharmacy services. You will dispense medications, provide drug information, and ensure pharmaceutical care for patients in a clinical setting.",Medication dispensing; Inventory management; Patient counseling; Drug information; Quality assurance,"Pharmaceutical knowledge, Patient care, Inventory management","Clinical pharmacy, Drug interactions, Regulatory compliance",4,Bachelor's in Pharmacy,Pharmacy Council of Zambia license,Lusaka,Lusaka Province,8000,14000,Permanent,Full-time,English (Fluent),10/09/2026,20/07/2026,"Hospital benefits, Professional development, Housing allowance","Pharmacy Manager, Clinical Pharmacist, Director",Medium (51-200),Healthcare
JOB000347,Human Resources Officer,Zambia Electricity Supply Corporation (ZESCO),HR,White,"ZESCO, Zambia's power utility company, is hiring HR Officers to support our workforce across the country. You will handle recruitment, employee relations, and HR administration for one of Zambia's largest employers.",Recruitment; Employee relations; Performance management; HR administration; Policy implementation,"HR management, Recruitment, Labor laws","HR systems, Organizational development, Training",3,Bachelor's in Human Resources,"HR certification, CIPD",Lusaka,Lusaka Province,7000,12000,Permanent,Full-time,English (Fluent),12/09/2026,22/07/2026,"Utility benefits, Career progression, Professional development","HR Manager, Business Partner, HR Director",Large (201-1000),HR
JOB000348,Beautician,Sparrow Salon and Spa,Personal Services,Pink,"Sparrow Salon and Spa, a premium beauty establishment in Lusaka, is hiring skilled Beauticians. You will provide hair, skin, and beauty services to clients seeking professional grooming and relaxation experiences.",Hair styling; Skin treatments; Makeup; Customer consultation; Salon maintenance,"Beauty therapy, Customer service, Creativity","Multiple beauty techniques, Product knowledge, Sales",2,Diploma in Beauty Therapy,Beautician license,Lusaka,Lusaka Province,3500,6500,Commission,Full-time,"English (Fluent), Bemba",15/09/2026,25/07/2026,"Product commission, Tips, Training","Senior Beautician, Salon Manager, Trainer",Small (1-50),Personal Services
JOB000349,Logistics Coordinator,Bollore Transport & Logistics,Logistics,White,"Bollore Transport & Logistics, a global logistics company, is expanding its Zambian operations. As a Logistics Coordinator, you will manage supply chain operations, customs clearance, and transportation for clients across various sectors.",Shipment coordination; Customs clearance; Client communication; Documentation; Supply chain management,"Logistics, Customs procedures, Communication","Supply chain software, International trade, Transportation",3,Diploma in Logistics,Customs clearance certification,Lusaka,Lusaka Province,6000,11000,Permanent,Full-time,English (Fluent),18/09/2026,28/07/2026,"Logistics benefits, International exposure, Career growth","Logistics Manager, Operations Manager, Country Manager",Large (201-1000),Logistics
JOB000350,Environmental Officer,Konkola Copper Mines (KCM),Environment,Green,KCM is committed to sustainable mining practices and seeks Environmental Officers to monitor and manage environmental compliance across our operations. You will ensure mining activities meet Zambian environmental standards and international best practices.,Environmental monitoring; Compliance reporting; Impact assessment; Community engagement; Rehabilitation planning,"Environmental science, Monitoring, Compliance","Water quality, Air quality, Biodiversity",3,Bachelor's in Environmental Science,Environmental management certification,Chililabombwe,Copperbelt Province,8000,14000,Permanent,Full-time,English (Fluent),20/09/2026,30/07/2026,"Mining benefits, Professional development, Field allowances","Senior Environmental Officer, Manager, Director",Large (201-1000),Environment
JOB000351,Marketing Executive,Trade Kings Group,Marketing,White,"Trade Kings Group, Zambia's leading FMCG manufacturer, is expanding its marketing team. You will develop and execute marketing campaigns for household brands that are loved by millions of Zambians across the country.",Campaign development; Market research; Brand management; Advertising; Sales support,"Marketing, Brand management, Communication","Digital marketing, Consumer insights, Trade marketing",2,Bachelor's in Marketing,Marketing certification,Lusaka,Lusaka Province,6500,12000,Permanent,Full-time,English (Fluent),22/09/2026,01/08/2026,"Performance bonus, Product allowances, Career growth","Marketing Manager, Brand Manager, Marketing Director",Large (201-1000),Marketing
JOB000352,Legal Counsel,Zambia Revenue Authority (ZRA),Legal,White,"The Zambia Revenue Authority is hiring Legal Counsel to support tax administration and legal compliance. You will provide legal advice, handle tax disputes, and ensure ZRA operations comply with Zambian laws and regulations.",Legal advice; Dispute resolution; Contract review; Compliance monitoring; Legal research,"Legal knowledge, Analytical skills, Communication","Tax law, Administrative law, Litigation",5,Bachelor of Laws,Legal Practitioners Certificate,Lusaka,Lusaka Province,15000,25000,Permanent,Full-time,English (Fluent),25/09/2026,03/08/2026,"Government benefits, Professional development, Legal practice","Senior Counsel, Legal Manager, Director",Large (201-1000),Legal
JOB000353,Air Traffic Controller,National Airports Corporation,Aviation,White,"The National Airports Corporation ensures safe air travel across Zambia. As an Air Traffic Controller, you will manage aircraft movements, provide navigation assistance, and maintain aviation safety standards at one of Zambia's airports.",Aircraft control; Communication; Safety monitoring; Emergency response; Coordination,"Air traffic control, Communication, Decision-making","Aviation regulations, Radar systems, Meteorology",4,Diploma in Air Traffic Control,Air traffic control license,Lusaka,Lusaka Province,12000,20000,Permanent,Shift work,English (Fluent),28/09/2026,05/08/2026,"Aviation benefits, Shift allowances, Career progression","Senior Controller, Supervisor, Manager",Medium (51-200),Aviation
JOB000354,Research Scientist,Zambia Agricultural Research Institute (ZARI),Research,White,"ZARI conducts agricultural research to improve food security. As a Research Scientist, you will develop improved crop varieties, study soil health, and create farming technologies that benefit Zambian farmers and the agricultural sector.",Research design; Field trials; Data analysis; Publication; Technology transfer,"Research methodology, Agriculture science, Data analysis","Crop breeding, Soil science, Statistics",5,PhD in Agricultural Science,Research certification,Mount Makulu,Lusaka Province,10000,18000,Research,Full-time,English (Fluent),30/09/2026,08/08/2026,"Research funding, Field work, Publication support","Senior Scientist, Research Manager, Director",Medium (51-200),Research
